站點唯一 ID,站點 ID,站名,站點地址,經度,緯度
THB100009,100009,吉悌公司,新竹市香山區牛埔南路189號對面,120.932559969404,24.7942899957813
THB100011,100011,浸水庄,新竹市香山區牛埔路348號對面,120.9448,24.79875
THB100013,100013,埔羌園,新竹市香山區牛埔路117號,120.952639969076,24.7995099958411
THB100014,100014,警光新村,新竹市北區中山路452巷口,120.95778,24.80009
THB100015,100015,上帝公廟,新竹市北區中山路291號,120.96022,24.80131
THB100016,100016,棒球場,新竹市北區北大路323號,120.9621635,24.8060387
THB100017,100017,北門派出所,新竹市北區北大路233號,120.96467,24.80757
THB100397,100397,臺中教育大學,臺中市西區民權路222號對面,120.67198,24.14472
THB100472,100472,前溪,新竹市東區中華路一段239號對面,120.99025,24.81341
THB100475,100475,國賓大飯店,新竹市東區中華路二段190號,120.97763,24.8059
THB100480,100480,重興,新竹縣新豐鄉建興路二段650號對面,120.987077604739,24.8970377159672
THB100481,100481,大埔,新竹縣新豐鄉建興路二段527號對面,120.98737,24.89315
THB100482,100482,永興,新竹縣新豐鄉建興路新庄高幹84電桿,120.98772,24.89086
THB100483,100483,象鼻,新竹縣新豐鄉建興路二段360號,120.98764,24.88849
THB100484,100484,新豐華城,新竹縣新豐鄉建興路新豐華城對面,120.98988,24.88581
THB100485,100485,關聖宮,新竹縣新豐鄉建興路榮華社區叉路口,120.9939,24.88339
THB100486,100486,光星廠,新竹縣新豐鄉建興路196-5號,120.99384996869,24.8775899957105
THB100488,100488,山崎國小,新竹縣新豐鄉新興路291號,120.9985901,24.871679
THB100511,100511,國賓大飯店,新竹市東區中華路二段199號,120.978646,24.806285
THB100518,100518,水利大樓,新竹縣竹北市中華路340-15號,121.00476,24.83455
THB100519,100519,玫瑰新村,新竹縣竹北市中華路682號,121.00536,24.84733
THB100530,100530,花王公司,新竹縣湖口鄉中華路6號對面,121.00448,24.86462
THB100537,100537,郵局前,新竹縣湖口鄉勝利路二段96號,121.026049803047,24.8627897034077
THB100538,100538,運動場,新竹縣湖口鄉勝利路二段47號對面,121.0284,24.8644
THB100548,100548,富國新村,新竹縣湖口鄉中正路二段125號,121.05392,24.88484
THB100553,100553,湖北橋,新竹縣湖口鄉中正路一段255號,121.04763,24.89861
THB100556,100556,郵局前,新竹縣橫山鄉新興街176號,121.14013,24.71799
THB100557,100557,大肚國小,新竹縣橫山鄉中豐路二段227號,121.13847,24.71966
THB100558,100558,大肚,新竹縣橫山鄉中豐路二段107號,121.13549,24.72244
THB100559,100559,大肚社區,新竹縣橫山鄉中豐路二段132號對面,121.131851,24.725178
THB100560,100560,台電公司,新竹縣橫山鄉大肚69號對面,121.127,24.72926
THB100561,100561,農路口,新竹縣芎林鄉橫龍高幹23電桿對面,121.12309,24.73146
THB100562,100562,石吼口,新竹縣芎林鄉五龍村10鄰路口,121.12177,24.73317
THB100563,100563,秀湖,新竹縣芎林鄉五和街 17、19號間,121.1168719,24.73389016
THB100565,100565,王爺宮,新竹縣芎林鄉芎林高幹26電桿,121.11243,24.73773
THB100566,100566,永秀橋,新竹縣芎林鄉芎林高幹32電桿對面,121.11116,24.73941
THB100567,100567,十股林,新竹縣芎林鄉芎林高幹47電桿,121.1068,24.74291
THB100568,100568,永興口,新竹縣芎林鄉福昌街74號,121.10356,24.7458
THB100569,100569,石潭,新竹縣芎林鄉福昌街204號,121.101,24.74745
THB100570,100570,福昌宮,新竹縣芎林鄉福昌街285號對面,121.09927,24.74883
THB100571,100571,下碧溪,新竹縣芎林鄉福昌街484號,121.09727,24.75262
THB100572,100572,碧溪,新竹縣芎林鄉福昌街588號,121.09604,24.7544
THB100573,100573,拱橋,新竹縣芎林鄉石潭村福昌街711號對面,121.094638737008,24.756615296143
THB100574,100574,上新鳳,新竹縣芎林鄉富林路二段472號,121.09135,24.76046
THB100576,100576,新鳳,新竹縣芎林鄉文衡路122號,121.0884,24.76608
THB100577,100577,五股林,新竹縣芎林鄉文衡路338號,121.0854,24.77037
THB100578,100578,文昌廟,新竹縣芎林鄉文衡路454號,121.08317,24.7727
THB100579,100579,文山街,新竹縣芎林鄉文山路376號,121.08051,24.77522
THB100580,100580,農倉前,新竹縣芎林鄉文山路624號,121.076349966837,24.7794699964065
THB100581,100581,柵門口,新竹縣芎林鄉文山路720號,121.07581,24.78191
THB100582,100582,上山,新竹縣芎林鄉文山路808號,121.074439966889,24.7839499963821
THB100583,100583,集會所,新竹縣芎林鄉文山路878號,121.07214,24.78533
THB100584,100584,縣農會,新竹縣芎林鄉文山路962號,121.06965,24.78722
THB100585,100585,田洋,新竹縣芎林鄉文山路1062號,121.068079967021,24.7888399963386
THB100586,100586,下田洋,新竹縣芎林鄉文山路1138號,121.0662223,24.79007913
THB100587,100587,下山,新竹縣芎林鄉文山路1242號,121.06344996711,24.7909699963122
THB100588,100588,華聯廠前,新竹縣芎林鄉文山路1342號,121.061329967149,24.7913399963024
THB100589,100589,砂石廠,新竹縣竹北市東興路二段台塑加油站對面,121.05896,24.79251
THB100590,100590,三崁店,新竹縣竹北市東興路二段415號,121.05678,24.79479
THB100591,100591,東光,新竹縣竹北市東興路二段東海高幹87號電桿,121.05489,24.79752
THB100592,100592,東平,新竹縣竹北市東興路二段123號,121.052417,24.80066954
THB100593,100593,東海國小,新竹縣竹北市東興路一段839號,121.049575751529,24.8053903211499
THB100594,100594,東興,新竹縣竹北市東興路717號,121.04783,24.80798
THB100595,100595,下東興,新竹縣竹北市東興路625號,121.04552,24.80966
THB100596,100596,上十興,新竹縣竹北市東興路東海高桿29電桿對面,121.04092,24.81272
THB100597,100597,十興,新竹縣竹北市東興路一段229號,121.0353754,24.81501239
THB100598,100598,代辦所,新竹縣竹北市嘉興路221號,121.0282332,24.81769938
THB100599,100599,上鹿場,新竹縣竹北市福興東路一段301號,121.02365,24.81809
THB100600,100600,鹿場,新竹縣竹北市福興東路一段144號對面,121.02251,24.81869
THB100601,100601,縣體育場,新竹縣竹北市福興東路一段(成功國中圍牆路邊),121.018227,24.81945777
THB100602,100602,上泉州厝,新竹縣竹北市福興東路547號,121.016889968045,24.8201299960182
THB100603,100603,泉州厝,新竹縣竹北市福興東路440號,121.013929968101,24.821319996002
THB100604,100604,縣府入口,新竹縣竹北市福興路636號,121.0101408,24.82304133
THB100605,100605,祖師廟,新竹縣竹北市福興路806號,121.006589968248,24.8256199959568
THB100606,100606,台新罐頭廠,新竹縣竹北市福興路960號,121.00279,24.82708
THB100610,100610,新竹高工,新竹市東區中華路二段2號,120.982685,24.809111
THB100613,100613,合作金庫,新竹市東區東門街60號,120.9726192,24.80429956
THB100632,100632,建龍新村,桃園市龍潭區中豐路743號,121.212547204077,24.8898027223851
THB100638,100638,東龍中豐路口,桃園市龍潭區東龍路378號對面,121.213778,24.868406
THB100640,100640,龍潭大池,桃園市龍潭區中豐路龍西幹18電桿,121.20718,24.86235
THB100641,100641,凌雲國中,桃園市龍潭區中豐路上林段355號對面,121.2028575,24.85913269
THB100642,100642,南四方林,桃園市龍潭區中豐路上林段586號對面,121.20286,24.85564
THB100643,100643,天下社區,桃園市龍潭區中豐路上林段1168號對面,121.211,24.84388
THB100645,100645,高楊路口,桃園市龍潭區中豐路高平段185號,121.20846,24.83754
THB100646,100646,新生醫專,桃園市龍潭區中豐路高平段427號,121.2062,24.83233
THB100647,100647,高平,桃園市龍潭區中豐路牛欄分線16支電桿,121.20163,24.82379
THB100648,100648,仁安,新竹縣關西鎮牛欄分線牛欄52電桿,121.1994,24.81227
THB100652,100652,圳頭牌,新竹縣關西鎮中豐路2段148號,121.18159,24.79488
THB100655,100655,中壢國中,桃園市平鎮區中豐路36-1號,121.217966,24.949767
THB100668,100668,新埔國小,新竹縣新埔鎮中正路366號,121.079162,24.827986
THB100670,100670,廣和宮,新竹縣新埔鎮中正路612號,121.0746834,24.82803546
THB100671,100671,加油站,新竹縣新埔鎮中正路872號,121.06921,24.82774
THB100672,100672,新埔大橋,新竹縣新埔鎮文山路亞東段48號,121.06411,24.82528
THB100673,100673,水車頭,新竹縣新埔鎮文山路亞東段260號,121.06136,24.8247
THB100674,100674,亞東,新竹縣新埔鎮文山路369號對面,121.05801,24.82536
THB100675,100675,遠東廠,新竹縣新埔鎮文山路760號,121.05372,24.82634
THB100676,100676,文山國小,新竹縣新埔鎮文山路1110號,121.04832,24.82754
THB100677,100677,華夏新村,新竹縣新埔鎮文山路犁頭山段358號,121.03828,24.83057
THB100678,100678,蓮華寺,新竹縣新埔鎮文山路犁頭山段470號,121.03603,24.83097
THB100679,100679,仰德,新竹縣新埔鎮文山路犁頭山段434號,121.03089,24.83226
THB100680,100680,竹輝新村,新竹縣新埔鎮文山路犂頭山段 988 號旁前面,121.0289233,24.83328109
THB100686,100686,竹北郵局,新竹縣竹北市博愛街353號,121.00834,24.83614
THB100687,100687,三民球場,新竹縣竹北市三民路355號,121.010652823467,24.8337599049148
THB100688,100688,地政所,新竹縣竹北市三民路200號對面,121.013121879567,24.8330693474249
THB100689,100689,市場,新竹縣竹北市仁義路174號,121.014615898798,24.8337591736492
THB100690,100690,仁義路口,新竹縣竹北市中正東路216號,121.01394996816,24.8351799959501
THB100691,100691,天后宮,新竹縣竹北市中正東路312號,121.01156,24.83549
THB100692,100692,水利大樓,新竹縣竹北市中華路307號,121.00435,24.83426
THB100693,100693,豆仔埔橋,新竹縣竹北市中華路257號,121.00322,24.83221
THB100708,100708,信勢,新竹縣湖口鄉成功路507號,121.0348772,24.89508538
THB100709,100709,信勢橋,新竹縣湖口鄉成功路603號,121.0319925,24.89377212
THB100711,100711,中菱公司,新竹縣湖口鄉成功路926號對面,121.0247408,24.89080321
THB100712,100712,三元宮口,新竹縣湖口鄉成功路 1008 號對面電桿,121.021932,24.889964
THB100735,100735,葛家莊,新竹縣五峰鄉大隘村五峰225號對面,121.11918,24.62976
THB100736,100736,農倉前,新竹縣五峰鄉五峰幹341電桿對面,121.117740555183,24.6285277893665
THB100737,100737,泰平,新竹縣五峰鄉五峰幹366電桿對面,121.1086,24.62996
THB100738,100738,大隘,新竹縣五峰鄉大隘桃山幹71電桿,121.1039,24.6254
THB100739,100739,朱家莊,新竹縣五峰鄉五峰高幹394電桿對面,121.1022412,24.62338011
THB100740,100740,平石,新竹縣五峰鄉大隘村茅園352-1號,121.10146,24.62138
THB100741,100741,高峰,新竹縣五峰鄉大隘村茅園365號對面,121.10213,24.61998
THB100742,100742,上茅圃,新竹縣五峰鄉五峰高幹411電桿往下50公尺處,121.1037,24.61496
THB100743,100743,上白蘭,新竹縣五峰鄉五峰高幹421電桿往上50公尺處,121.10718,24.61191
THB100744,100744,桃山口,新竹縣五峰鄉桃山村隧道口,121.10926,24.59945
THB100745,100745,士林,新竹縣五峰鄉桃山村五峰幹457電桿,121.10651,24.58611
THB100746,100746,中白蘭,新竹縣五峰鄉桃山村五峰幹464對面,121.103989965515,24.5809499972462
THB100747,100747,清泉口,新竹縣五峰鄉桃山村五峰113-1號對面,121.10373,24.57959
THB100748,100748,清泉口,新竹縣五峰鄉桃山村五峰113-1號,121.1037913,24.57942182
THB100749,100749,中白蘭,新竹縣五峰鄉桃山村五峰幹464電桿,121.10409,24.58108
THB100750,100750,士林,新竹縣五峰鄉桃山村五峰幹457電桿對面,121.10648,24.58575
THB100753,100753,高峰,新竹縣五峰鄉大隘村茅園370號,121.1023231,24.61969714
THB100754,100754,平石,新竹縣五峰鄉大隘村茅園352-1號對面,121.10155,24.62141
THB100755,100755,朱家莊,新竹縣五峰鄉五峰高幹394電桿,121.1024264,24.62358966
THB100756,100756,大隘,新竹縣五峰鄉大隘桃山幹71電桿對面,121.10404,24.62538
THB100757,100757,泰平,新竹縣五峰鄉五峰幹366電桿,121.10873,24.62997
THB100758,100758,農倉前,新竹縣五峰鄉五峰幹341電桿,121.1180932,24.62862487
THB100759,100759,葛家莊,新竹縣五峰鄉大隘村五峰225號,121.11924,24.62973
THB100803,100803,新城,新竹縣寶山鄉寶新路二段567號,120.9648767,24.73067743
THB100804,100804,柑仔崎口,新竹縣寶山鄉寶新路二段710號對面,120.96537,24.73164
THB100805,100805,學校前,新竹縣寶山鄉寶新路二段475號,120.967281,24.733673
THB100806,100806,糖廠,新竹縣寶山鄉寶新路二段415號,120.969390018451,24.7356011358581
THB100807,100807,東坑口,新竹縣寶山鄉寶新路二段355號,120.9735957,24.73891925
THB100809,100809,箱涵口,新竹縣寶山鄉寶新路二段147巷口,120.977229968426,24.7472799961328
THB100810,100810,農牧場,新竹縣寶山鄉寶溪城幹36電桿,120.9772334,24.75069818
THB100811,100811,榕樹岡,新竹縣寶山鄉寶溪城幹26電桿,120.9807846,24.75218889
THB100812,100812,香榭綠第,新竹縣寶山鄉寶新路一段457巷口,120.98122,24.75591
THB100813,100813,水頭,新竹縣寶山鄉寶溪城幹9電桿對面,120.981706912127,24.7574169143896
THB100814,100814,水尾溝,新竹縣寶山鄉寶新路與雙林路口對面,120.98252,24.761
THB100815,100815,老隘尾,新竹縣寶山鄉寶新路一段130號對面,120.985807841899,24.7624122348228
THB100825,100825,景湖別墅,新竹市東區明湖路608巷口對面,120.96735,24.77726
THB100826,100826,油車口,新竹市東區明湖路草瑚釣蝦場,120.96721,24.77858
THB100827,100827,客運補習班,新竹市東區明湖路445號,120.96723,24.78049
THB100828,100828,中興橋,新竹市東區明湖路397-1號,120.96726,24.78274
THB100829,100829,南光新村,新竹市東區南大路653號,120.967598626406,24.7872281906408
THB100830,100830,育賢國中,新竹市東區南大路788號對面,120.96578,24.78986
THB100831,100831,忠孝社區,新竹市東區南大路527號,120.9641,24.79156
THB100833,100833,清大南大校區,新竹市東區南大路544號對面,120.96486,24.79453
THB100835,100835,西大路口,新竹市東區南大路371號對面,120.96853,24.79692
THB100836,100836,竹蓮街,新竹市東區南大路345號,120.9694796,24.79741276
THB100838,100838,警察宿舍,新竹市東區南大路143號,120.97445,24.8005
THB100842,100842,東門市場,新竹市東區中正路23號,120.9693391,24.80551159
THB100844,100844,城隍廟,新竹市東區中山路74號,120.96616,24.80514
THB100845,100845,西門市場,新竹市北區西大路393號,120.9645736,24.80324021
THB100846,100846,南門市場,新竹市東區西大路287號,120.9662589,24.80110526
THB100847,100847,深湖,新竹市東區柴橋路132巷口,120.96601,24.77013
THB100848,100848,美之城,新竹市東區柴橋路與冬香路一段交叉口,120.9632028,24.76758257
THB100849,100849,太子宮,新竹市路燈編號 451155,120.96352,24.76693
THB100850,100850,茶亭,新竹市東區柴橋路139巷口對面,120.96348,24.76492
THB100851,100851,二廠,新竹市東區聯義高幹42D9479BC00,120.961612,24.7627
THB100853,100853,古車路,新竹市香山區香寶幹41電桿對面,120.95542,24.75461
THB100854,100854,柯仔楠,新竹市香山區五福路與柯湳一街交叉口對面,120.95412,24.75477
THB100856,100856,張厝,新竹市香山區五福路二段698號對面,120.9505,24.75769
THB100857,100857,香山坑,新竹市香山區五福路二段與香村路交叉口對面,120.94377,24.75897
THB100858,100858,廖厝,新竹市香山區五福路二段276號對面,120.9427059,24.75612177
THB100859,100859,米粉寮,新竹市香山區五福路二段218號對面,120.94045,24.75503
THB100860,100860,草螺,新竹市香山區五福路二段200號對面,120.93972,24.75375
THB100861,100861,周厝,新竹市香山區五福路二段117巷口,120.93801,24.7507
THB100862,100862,馬厝,新竹市香山區五福路二段60號對面,120.937444514569,24.7484086077498
THB100863,100863,菜瓜坑,新竹市香山區五福路一段600巷口對面,120.93571,24.7461
THB100865,100865,阿三坑,新竹市香山區五福路一段505號,120.93053,24.74511
THB100866,100866,埤埔,新竹市香山區五福路一段352號對面,120.927809969281,24.7456999959432
THB100867,100867,陳厝,新竹市香山區五福路一段312號對面,120.92619,24.7455
THB100868,100868,大湖村,新竹市香山區五福路一段香村幹167電桿對面,120.92278,24.74557
THB100869,100869,虎尾寮,新竹市香山區五福路一段200巷口對面,120.92099,24.74544
THB100870,100870,八股,新竹市香山區五福路一段109號,120.91649,24.74451
THB100874,100874,八股,新竹市香山區五福路一段114號,120.91658,24.74439
THB100875,100875,虎尾寮,新竹市香山區五福路一段200巷口,120.92105,24.74539
THB100876,100876,大湖村,新竹市香山區五福路一段香村幹167電桿,120.9227988,24.74543965
THB100877,100877,陳厝,新竹市香山區五福路一段312號,120.926472,24.74537142
THB100878,100878,埤埔,新竹市香山區五福路一段352號,120.92782785638,24.7455167777377
THB100879,100879,阿三坑,新竹市香山區五福路一段505號對面,120.93057,24.745
THB100880,100880,菜瓜坑,新竹市香山區五福路一段600巷口,120.93612,24.74612
THB100881,100881,馬厝,新竹市香山區五福路二段60號,120.937559969122,24.7484499959715
THB100882,100882,周厝,新竹市香山區五福路二段117巷口對面,120.93812,24.75063
THB100883,100883,草螺,新竹市香山區五福路二段200號,120.93981,24.75372
THB100884,100884,米粉寮,新竹市香山區五福路二段218號,120.94048,24.75488
THB100885,100885,廖厝,新竹市香山區五福路二段276號,120.94286,24.75601
THB100886,100886,香山坑,新竹市香山區五福路二段與香村路交叉口,120.9439652,24.75891185
THB100887,100887,張厝,新竹市香山區五福路二段708號,120.95073,24.75744
THB100889,100889,柯仔楠,新竹市香山區五福路二段900號,120.95473,24.75453
THB100890,100890,古車路,新竹市香山區香寶幹41電桿叉路口,120.95545,24.75445
THB100892,100892,二廠,新竹市東區柴橋路青苳幹14電桿,120.96201,24.76278
THB100893,100893,茶亭,新竹市東區柴橋路139巷口,120.96364,24.76499
THB100894,100894,太子宮,新竹市東區柴橋路256巷口,120.9633229,24.76661196
THB100895,100895,美之城,新竹市東區柴橋路與冬香路一段交叉口對面,120.96336,24.7679
THB100896,100896,深湖,新竹市東區柴橋路130號對面,120.9659,24.77044
THB100897,100897,南門市場,新竹市東區西大路332號,120.96626,24.80113
THB100898,100898,西門市場,新竹市北區西大路410號,120.9647823,24.80323248
THB100899,100899,城隍廟,新竹市東區中山路74號對面,120.966253,24.804996
THB100902,100902,市場前,新竹縣竹東鎮東寧路三段25號,121.08805,24.73721
THB100903,100903,竹東高中,新竹縣竹東鎮東寧路二段165號,121.08872,24.73323
THB100904,100904,中山里,新竹縣竹東鎮大林路89號對面,121.089459966403,24.7308499966394
THB100905,100905,玻璃廠前,新竹縣竹東鎮大林路163號對面,121.08839,24.72908
THB100906,100906,大林,新竹縣竹東鎮中豐路3段28號,121.085741248918,24.7270695716389
THB100907,100907,雨果美國學校,新竹縣竹東鎮中豐路3段126號,121.08373,24.72606
THB100908,100908,范屋,新竹縣竹東鎮中豐路3段239號對面,121.08087,24.72477
THB100909,100909,大窩,新竹縣竹東鎮中豐路3段311號對面,121.07877,24.72413
THB100910,100910,水碓灣,新竹縣竹東鎮中豐路3段427巷口對面,121.07613,24.72242
THB100912,100912,劉屋,新竹縣竹東鎮中豐路3段北埔幹45電桿,121.073879966622,24.7186799966224
THB100915,100915,綠世界,新竹縣北埔鄉中豐路北埔幹69電桿對面,121.0703,24.71262
THB100916,100916,庄口,新竹縣北埔鄉中豐路北埔幹85-1電桿,121.06753,24.7085
THB100917,100917,麻布樹排,新竹縣北埔鄉中豐路北埔幹86-1電桿,121.06618,24.70811
THB100918,100918,匯裕茶廠,新竹縣北埔鄉中豐路北埔幹97電桿,121.06355,24.70612
THB100919,100919,正興茶廠,新竹縣北埔鄉中豐路北埔幹105電桿,121.06112,24.70516
THB100920,100920,北埔口,新竹縣北埔鄉中豐路北埔幹112電桿,121.05919,24.70306
THB100921,100921,北埔口,新竹縣北埔鄉中豐路5-1號,121.05938,24.703
THB100922,100922,正興茶廠,新竹縣北埔鄉中豐路北埔幹103電桿對面,121.06171,24.70538
THB100923,100923,匯裕茶廠,新竹縣北埔鄉中豐路北埔幹96電桿對面,121.06377,24.70601
THB100924,100924,麻布樹排,新竹縣北埔鄉中豐路北埔幹86-1電桿對面,121.06596,24.70784
THB100925,100925,庄口,新竹縣北埔鄉中豐路北埔幹85電桿對面,121.06759,24.70833
THB100926,100926,綠世界生態農場,新竹縣北埔鄉中豐路北埔幹69旁,121.070393,24.712718
THB100929,100929,慈惠堂,新竹縣竹東鎮中豐路3段北埔幹38電桿,121.07511,24.72093
THB100930,100930,水碓灣,新竹縣竹東鎮中豐路3段427巷口,121.07629,24.72232
THB100931,100931,大窩,新竹縣竹東鎮中豐路3段311號,121.07884,24.72403
THB100932,100932,范屋,新竹縣竹東鎮中豐路3段239號,121.08096,24.72467
THB100933,100933,雨果美國學校,新竹縣竹東鎮中豐路3段131號,121.08373,24.72605
THB100934,100934,大林,新竹縣竹東鎮中豐路3段47號,121.0857334,24.72686449
THB100935,100935,玻璃廠前,新竹縣竹東鎮大林路173號,121.08817,24.72891
THB100936,100936,中山里,新竹縣竹東鎮大林路93號,121.089603858921,24.7307777374524
THB100937,100937,竹東高中,新竹縣竹東鎮東寧路二段176號,121.088675,24.733122
THB100938,100938,市場前,新竹縣竹東鎮東寧路三段26號,121.08792,24.73726
THB100940,100940,湖口火車站,新竹縣湖口鄉中山路二段154號,121.044197414368,24.9024373091969
THB100941,100941,市場前,新竹縣湖口鄉中正路一段104號,121.046839967869,24.9013899958302
THB100942,100942,湖北橋,新竹縣湖口鄉中正路一段255號對面,121.04758,24.8986
THB100943,100943,張厝,新竹縣湖口鄉中正路二段99號對面,121.04865,24.89529
THB100944,100944,富國,新竹縣湖口鄉中正路二段158號,121.04969,24.89321
THB100945,100945,湖口高中,新竹縣湖口鄉中正路二段235號對面,121.05075,24.89121
THB100946,100946,美之城,新竹縣湖口鄉中正路二段358號,121.052019967722,24.8882099959007
THB100948,100948,磚窯,新竹縣湖口鄉中正路湖鏡村17鄰路口,121.05443,24.88375
THB100949,100949,陳厝,新竹縣湖口鄉中正路三段219號對面,121.054629967653,24.8825999959324
THB100951,100951,忠誠門,新竹縣湖口鄉勝利路一段營房路口左,121.04729,24.87719
THB100952,100952,三山新城,新竹縣湖口鄉鐵騎路湖南村7鄰路口,121.044748688492,24.8757694277246
THB100954,100954,永和磚廠,新竹縣湖口鄉鐵騎路中興公園邊,121.036619967915,24.8704099959071
THB100956,100956,清泉堂,新竹縣湖口鄉勝利路一段81號,121.03291,24.86725
THB100957,100957,中正堂,新竹縣湖口鄉勝利路二段湖口農會,121.03069,24.8659
THB100958,100958,運動場,新竹縣湖口鄉勝利路二段47號,121.02849,24.86456
THB100959,100959,郵局前,新竹縣湖口鄉勝利路二段99號,121.025989968068,24.8628699958934
THB100960,100960,鳳凰村,新竹縣湖口鄉勝利路二段141號,121.024369968091,24.8617399958913
THB100961,100961,天主堂,新竹縣湖口鄉勝利路二段201號,121.0223695,24.86008362
THB100963,100963,訓練中心,新竹縣湖口鄉勝利路二段358號對面,121.02,24.85809
THB100964,100964,鳳山頂,新竹縣湖口鄉榮光路18號,121.01702,24.85613
THB100965,100965,鳳山頂,新竹縣湖口鄉榮光路候車亭,121.0171131,24.8559851
THB100966,100966,訓練中心,新竹縣湖口鄉勝利路二段358號,121.02007,24.85805
THB100968,100968,天主堂,新竹縣湖口鄉勝利路二段199號對面,121.022489417309,24.859985007451
THB100969,100969,鳳凰村,新竹縣湖口鄉勝利路二段141號對面,121.024448226396,24.8616548645487
THB100970,100970,中正堂,新竹縣湖口鄉勝利路二段湖口農會對面,121.03058,24.86577
THB100971,100971,清泉堂,新竹縣湖口鄉勝利路一段81號對面,121.0329714,24.86720406
THB100972,100972,中興村,新竹縣湖口鄉勝利路一段21號對面,121.0356777,24.86889437
THB100973,100973,永和磚廠,新竹縣湖口鄉鐵騎路中興公園對面,121.036729630171,24.8704137228975
THB100974,100974,湖南村,新竹縣湖口鄉鐵騎路47號對面,121.0433649,24.87432794
THB100975,100975,三山新城,新竹縣湖口鄉鐵騎路湖南村7鄰侯車亭,121.044939967793,24.8758199959196
THB100976,100976,忠誠門,新竹縣湖口鄉勝利路一段營房路口右,121.048662,24.87708361
THB100979,100979,陳厝,新竹縣湖口鄉中正路三段219號,121.054858055676,24.8826174506573
THB100981,100981,美之城,新竹縣湖口鄉中正路二段371號,121.052150813879,24.8882476995346
THB100982,100982,湖口高中,新竹縣湖口鄉中正路二段235號,121.05096,24.89132
THB100983,100983,富國,新竹縣湖口鄉中正路二段158號對面,121.04981,24.89348
THB100984,100984,張厝,新竹縣湖口鄉中正路二段99號,121.04887,24.89535
THB100988,100988,新竹高工,新竹市東區中華路二段1號,120.983436,24.809392
THB100993,100993,台新罐頭廠,新竹縣竹北市福興路1107號,121.00272,24.82725
THB100994,100994,祖師廟,新竹縣竹北市福興路979號,121.006536868295,24.8254947820163
THB100995,100995,縣府入口,新竹縣竹北市福興路813號,121.01085,24.82254
THB100996,100996,泉州厝,新竹縣竹北市福興東路嘉德街口,121.0138429256,24.8211128223402
THB100997,100997,上泉州厝,新竹縣竹北市福興東路體育場前,121.016816408538,24.8199492109015
THB100998,100998,鹿場,新竹縣竹北市福興東路一段252號,121.02224,24.81869
THB100999,100999,上鹿場,新竹縣竹北市福興東路一段306號,121.02349,24.81808
THB101000,101000,代辦所,新竹縣竹北市嘉興街212號,121.0283193,24.81760345
THB101001,101001,十興,新竹縣竹北市東興路一段231號對面,121.035480506835,24.814753175619
THB101004,101004,下東興,新竹縣竹北市東興路一段625號對面,121.04553,24.80951
THB101005,101005,東興,新竹縣竹北市東海高幹50 電桿(新竹生物醫學園區門口),121.0477905,24.80784386
THB101006,101006,東海國小,新竹縣竹北市東興路一段839號對面,121.049273,24.80561
THB101007,101007,東平,新竹縣竹北市東興路二段142號,121.052396932051,24.8002801674136
THB101008,101008,東光,新竹縣竹北市東興路二段285巷對面,121.05502,24.79719
THB101009,101009,三崁店,新竹縣竹北市東興路二段456號,121.05667,24.79469
THB101010,101010,砂石廠,新竹縣竹北市東興路二段台塑加油站邊,121.05918,24.79211
THB101011,101011,華聯廠前,新竹縣芎林鄉文山路1342號對面,121.061305447311,24.7911704491394
THB101012,101012,下田洋,新竹縣芎林鄉文山路1139巷口,121.06609,24.79007
THB101013,101013,田洋,新竹縣芎林鄉文山路1062號對面,121.068003060061,24.7887617440605
THB101014,101014,縣農會,新竹縣芎林鄉文山路962號對面,121.069539,24.787151
THB101015,101015,集會所,新竹縣芎林鄉文山路878號對面,121.07225,24.78521
THB101016,101016,上山,新竹縣芎林鄉文山路816號對面,121.074375619564,24.7838774122242
THB101017,101017,柵門口,新竹縣芎林鄉文山路文山高幹80電桿,121.0758,24.78173
THB101018,101018,農倉前,新竹縣芎林鄉文山路624號對面,121.076221124837,24.7794194193548
THB101020,101020,文山街,新竹縣芎林鄉文山路377號,121.08064,24.77529
THB101021,101021,文昌廟,新竹縣芎林鄉文山路439號,121.08347,24.77248
THB101022,101022,五股林,新竹縣芎林鄉文衡路338號對面,121.08541,24.77018
THB101023,101023,新鳳,新竹縣芎林鄉文衡路124號對面,121.08831,24.76611
THB101025,101025,上新鳳,新竹縣芎林鄉富林路二段499號,121.09085,24.76083
THB101026,101026,拱橋,新竹縣芎林鄉石潭村福昌街691號,121.09454,24.75657
THB101027,101027,碧溪,新竹縣芎林鄉福昌街589號,121.09592,24.75446
THB101028,101028,下碧溪,新竹縣芎林鄉福昌街481號,121.09715,24.75257
THB101029,101029,朝陽路口,新竹縣竹東鎮朝陽路49號,121.085686,24.742251
THB101033,101033,東寧橋,新竹縣竹東鎮東寧路二段41號,121.09209,24.72918
THB101034,101034,台泥前,新竹縣竹東鎮東寧路一段307號,121.092763384531,24.7281867102975
THB101035,101035,東寧市場,新竹縣竹東鎮東寧路一段113號,121.09483,24.72485
THB101036,101036,東寧市場,新竹縣竹東鎮東寧路一段125號對面,121.09466,24.72508
THB101037,101037,台泥前,新竹縣竹東鎮東寧路一段226號,121.0928,24.72816
THB101038,101038,東寧橋,新竹縣竹東鎮東寧路二段41號對面,121.09208,24.72924
THB101040,101040,朝陽路口,新竹縣竹東鎮朝陽路62號,121.086171,24.742464
