"公司統一編號","公司名稱","分公司統一編號","分公司名稱","分公司地址","分公司狀態","分公司核准設立日期","分公司最後核准變更日期"
"12411160","和德昌股份有限公司","70763563","台北莊敬分公司","臺北市信義區莊敬路475號1樓","01","0890208","1090720"
"12411160","和德昌股份有限公司","70765555","汐止新台五分公司","新北市汐止區新台五路1段162號","01","0890302","1090720"
"12411160","和德昌股份有限公司","70773751","中壢環中東分公司","桃園市中壢區環中東路2段176號","01","0890523","1090720"
"12411160","和德昌股份有限公司","70775293","新莊中山分公司","新北市新莊區新北大道7段792號","01","0890609","1090720"
"12411160","和德昌股份有限公司","70776075","北港華勝分公司","雲林縣北港鎮華南路60號","01","0890616","1090720"
"12411160","和德昌股份有限公司","70778025","莊敬一分公司","臺北市信義區莊敬路477號1樓","01","0890630","1090720"
"12411160","和德昌股份有限公司","70782512","台中文心五分公司","臺中市北屯區平和里文心路4段341號1、2樓","01","0890814","1090720"
"12411160","和德昌股份有限公司","70782528","台北考試院分公司","臺北市文山區木柵路1段137號1樓","01","0890814","1090720"
"12411160","和德昌股份有限公司","70783809","林口復興分公司","桃園市龜山區復興一路148號","01","0890829","1090720"
"12411160","和德昌股份有限公司","70783815","二林斗苑分公司","彰化縣二林鎮後厝里斗苑路4段376號","03","0890829","1020802"
"12411160","和德昌股份有限公司","70786735","高雄明誠分公司","高雄市三民區明誠二路50號","01","0890930","1090720"
"12411160","和德昌股份有限公司","70792390","永康大灣分公司","臺南市永康區大灣路796號1樓","01","0891208","1090720"
"12411160","和德昌股份有限公司","70796656","台中精武東分公司","臺中市東區精武東路109號1樓","01","0910131","1090720"
"12411160","和德昌股份有限公司","70802926","台北漢中分公司  ","臺北市萬華區漢中街五十二號地下一樓","03","0900302","       "
"12411160","和德昌股份有限公司","70803185","台北忠孝八分公司","臺北市南港區忠孝東路6段438號1、2樓","01","0900307","1090720"
"12411160","和德昌股份有限公司","70808935","基隆信一分公司","基隆市中正區港通里信一路177號地下1層之1、之2，177號","03","0900524","1020802"
"12411160","和德昌股份有限公司","70809532","台北復興分公司","臺北市中山區復興北路四００號一樓","03","0900605","0911225"
"12411160","和德昌股份有限公司","70809548","汐止中興分公司","新北市汐止區中興路168之11號","01","0900605","1090720"
"12411160","和德昌股份有限公司","70815041","屏東自由分公司","屏東縣屏東市自由路498之3號","01","0900810","1090720"
"12411160","和德昌股份有限公司","70817673","永和永安分公司","新北市永和區中和路505號","01","0900911","1090720"
"12411160","和德昌股份有限公司","70817688","淡水河岸分公司","新北市淡水區中正路55號及55-1號","03","0900911","1020802"
"12411160","和德昌股份有限公司","70817879","淡水河岸一分公司","新北市淡水區中正路53號及53-1號","03","0900914","1020802"
"12411160","和德昌股份有限公司","70820797","台南仁德分公司","臺南市仁德區仁義村中正路三段五十八號","03","0901016","       "
"12411160","和德昌股份有限公司","70820804","台北西寧分公司","臺北市萬華區西寧南路一五五號一樓","03","0901016","0910611"
"12411160","和德昌股份有限公司","70822681","高雄博愛分公司","高雄市鼓山區博愛二路363號","01","0901105","1090720"
"12411160","和德昌股份有限公司","70823886","三重三和分公司","新北市三重區三和路4段392之1號","01","0901122","1090720"
"12411160","和德昌股份有限公司","70823892","台北復興二分公司","臺北市大安區復興南路2段273號1樓","01","0901122","1090720"
"12411160","和德昌股份有限公司","70823909","台北天母東分公司","臺北市士林區天母東路六十七之一號一樓","03","0901122","       "
"12411160","和德昌股份有限公司","70826949","馬公中正分公司","澎湖縣馬公市光明路30號1、2樓","01","0901224","1090720"
"12411160","和德昌股份有限公司","80020730","豐原廟東分公司","臺中市豐原區中正路一六七巷五之二號","03","0920429","0921118"
"12411160","和德昌股份有限公司","80020746","高雄新大勇分公司","高雄市鹽埕區大勇路120號1樓","03","0920429","1020730"
"12411160","和德昌股份有限公司","80020751","高雄新大勇一分公司","高雄市鹽埕區大勇路120號2樓","03","0920429","1020730"
"12411160","和德昌股份有限公司","80032588","台北一０一分公司","臺北市市府路45號地下1層","03","0921027","       "
"12411160","和德昌股份有限公司","80328267","新店碧潭分公司","新北市新店區北新路1段81號","03","0910219","1020730"
"12411160","和德昌股份有限公司","80331740","台北西湖分公司","臺北市內湖區內湖路1段283、283之1號及285巷2號1樓","01","0910416","1090720"
"12411160","和德昌股份有限公司","80331755","鳳山建國分公司","高雄市鳳山區建國路三段二號","03","0910416","1001012"
"12411160","和德昌股份有限公司","82991129","湖口中山分公司","新竹縣湖口鄉中山路1段770號","01","1120322","       "
"12411160","和德昌股份有限公司","82991134","蘆洲三民分公司","新北市蘆洲區三民路118號、118號2樓","01","1120322","       "
"12411160","和德昌股份有限公司","83111592","台北忠孝五分公司","臺北市大安區忠孝東路4段73、73-1、75-1號","01","1090928","       "
"12411160","和德昌股份有限公司","83132203","台北松壽分公司","臺北市信義區松壽路12號","03","1091020","       "
"12411160","和德昌股份有限公司","83158879","永和中山分公司","新北市永和區中山路1段214號1至2樓","01","1090925","       "
"12411160","和德昌股份有限公司","83158884","新竹清大分公司","新竹市東區光復路2段101號","01","1090925","       "
"12411160","和德昌股份有限公司","83159080","中壢中正二分公司","桃園市中壢區中正路93號1至2樓","01","1090928","       "
"12411160","和德昌股份有限公司","83248437","沙鹿中棲分公司","臺中市沙鹿區臺灣大道7段333號","01","1100126","       "
"12411160","和德昌股份有限公司","83478541","台中公益二分公司","臺中市南屯區公益路2段128號","01","1090319","1090720"
"12411160","和德昌股份有限公司","83530764","台北南京六分公司","臺北市松山區南京東路4段57號1樓、57-1號2樓、57-2號3樓","01","1081223","1090720"
"12411160","和德昌股份有限公司","83635562","台北站前誠品分公司","臺北市中正區忠孝西路1段47號地下街","03","1090526","1090720"
"12411160","和德昌股份有限公司","84306053","新竹光復分公司","新竹市光復路1段526號1樓","01","0820319","1090720"
"12411160","和德昌股份有限公司","84306069","台南永康分公司","臺南市永康區中正南路８０４號１、２、３樓","03","0820319","0930129"
"12411160","和德昌股份有限公司","84306770","台北公園分公司","臺北市中正區公園路30號之1壹樓、30號2樓之1","01","0820526","1090720"
"12411160","和德昌股份有限公司","84307010","羅東興東分公司_","宜蘭縣羅東鎮興東路七十三號１、２、３樓","03","0820609","0900328"
"12411160","和德昌股份有限公司","84308910","台北石牌分公司","臺北市北投區石牌路2段126號1、2、3樓","01","0821207","1090720"
"12411160","和德昌股份有限公司","84308926","林森Ⅲ分公司","臺北市中山區林森北路413號1樓","01","0821207","1090720"
"12411160","和德昌股份有限公司","84308931","桃園三民分公司","桃園市桃園區三民路3段313號1樓317號2樓6號，317號2樓8號","03","0821207","1020802"
"12411160","和德昌股份有限公司","86381289","台中崇德路分公司","臺中市北區崇德路1段298號1樓","01","0790309","1090716"
"12411160","和德昌股份有限公司","86381582","台中太平路分公司","臺中市北區太平路22號1樓","03","0790309","1090716"
"12411160","和德昌股份有限公司","86382040","高雄中華三路分公司","高雄市前金區中華三路141、143號","03","0801227","1020802"
"12411160","和德昌股份有限公司","86382294","台北南京東路Ⅱ分公司","臺北巿南京東路四段五十七號１樓","03","0810125","0911225"
"12411160","和德昌股份有限公司","86382301","台中民權路分公司","臺中巿民權路八十三號１樓","03","0810125","0941108"
"12411160","和德昌股份有限公司","86382626","台中福星路分公司","臺中市西屯區福星路427號1樓","03","0810314","1090716"
"12411160","和德昌股份有限公司","86382631","台中中正路分公司","臺中市中區中正路24號1樓","03","1020205","1090716"
"12411160","和德昌股份有限公司","86382647","台中中港路Ⅲ分公司","臺中巿臺中港路一段３９５號１樓","03","0810314","0891208"
"12411160","和德昌股份有限公司","86382652","屏東逢甲路分公司","屏東縣屏東市逢甲路8號1樓","03","0810314","1020802"
"12411160","和德昌股份有限公司","86383553","台北光明路分公司","臺北市北投區光明路218之3號1，2，3樓","03","0810609","1020802"
"12411160","和德昌股份有限公司","86384687","中壢中央分公司","桃園市中壢區中央東路49號1樓及復興路57號1樓","01","0810827","1090716"
"12411160","和德昌股份有限公司","86384693","高雄十全分公司","高雄市三民區十全一路197號1、2、3樓","01","0810827","1090716"
"12411160","和德昌股份有限公司","86385525","板橋重慶分公司","新北市板橋區重慶路23、25號1、2、3、4、5樓","01","0811103","1090716"
"12411160","和德昌股份有限公司","86385530","員林中山分公司","彰化縣員林市中山路2段43號1、2、3、4、5樓","01","0811103","1090720"
"12411160","和德昌股份有限公司","86385546","苗栗光復分公司","苗栗縣苗栗市光復路11號1、2樓","01","0811104","1090720"
"12411160","和德昌股份有限公司","89131574","高雄中華二分公司","高雄市鼓山區中華一路539號","01","1111226","       "
"12411160","和德昌股份有限公司","89131589","八德置地分公司","桃園市八德區介壽路一段728號","01","1111226","       "
"12411160","和德昌股份有限公司","89131595","永和永利分公司","新北市永和區永利路47號1樓","01","1111226","       "
"12411160","和德昌股份有限公司","89131602","台南中華三分公司","臺南市永康區中華路613號","01","1111226","       "
"12411160","和德昌股份有限公司","89197842","內壢家樂福分公司","桃園市中壢區中華路一段450號","01","1120103","       "
"12411160","和德昌股份有限公司","89282869","台北萬大路分公司","臺北巿萬大路４２５–１號１樓","03","0830831","0870416"
"12411160","和德昌股份有限公司","89282875","台北重慶北路Ⅱ分公司","臺北市大同區重慶北路3段255號1樓","03","0830831","1051230"
"12411160","和德昌股份有限公司","89282880","台北松山北站分公司","臺北巿八德路四段６９１號１樓","03","0830831","0870416"
"12411160","和德昌股份有限公司","89282896","台北馬偕分公司","臺北巿中山北路二段九十二號地下２樓","03","0830831","0880130"
"12411160","和德昌股份有限公司","89283918","台北敦南分公司","臺北市大安區四維路170巷2號1樓","03","0831104","1020802"
"12411160","和德昌股份有限公司","89283924","臺北南京西路分公司","臺北市中山區南京西路21號1樓","03","0831104","1020802"
"12411160","和德昌股份有限公司","89283939","屏東墾丁分公司","屏東縣恆春鎮墾丁路３４２號１樓","03","0831104","0900328"
"12411160","和德昌股份有限公司","89283945","高雄建國路分公司","高雄巿建國三路５號１、２、３樓","03","0831104","1001007"
"12411160","和德昌股份有限公司","89283950","永和中正路分公司","新北市永和區中正路244號1、2、3樓","01","0831104","1090720"
"12411160","和德昌股份有限公司","89390017","台北慶城Ⅰ分公司","臺北市松山區慶城街8之1號1樓","03","0840222","1020802"
"12411160","和德昌股份有限公司","89390023","台北慶城Ⅱ分公司","臺北市松山區慶城街8之1號地下1樓","03","0840222","1020802"
"12411160","和德昌股份有限公司","89390038","蘆洲分公司","新北市蘆洲區中山一路８號１樓","03","0840222","0930319"
"12411160","和德昌股份有限公司","89390044","高雄文化分公司","高雄市苓雅區尚義街1號1、2、3樓","01","0840222","1090720"
"12411160","和德昌股份有限公司","89394935","中壢新生分公司","桃園市中壢區新生路五十九號１樓","03","0840520","0870416"
"12411160","和德昌股份有限公司","89394941","高雄五福Ⅱ分公司","高雄市前金區五福三路31號1、2、3樓及33號2樓","03","0840520","1020802"
"12411160","和德昌股份有限公司","89394956","彰化孔門分公司","彰化縣彰化市孔門路１號","03","0840520","0911225"
"12411160","和德昌股份有限公司","89394962","忠孝Ⅲ分公司","臺北市大安區敦化南路1段191號地下1樓","03","0840520","1020802"
"12411160","和德昌股份有限公司","89396069","台北中和分公司","新北市中和區中和路38號1樓","01","0840612","1090720"
"12411160","和德昌股份有限公司","89396075","新店中正分公司","新北市新店區中正路348號、348號2樓","03","0840612","1020730"
"12411160","和德昌股份有限公司","89396080","新莊Ⅱ分公司","新北市新莊區中港路306號1、2樓","01","0840612","1090720"
"12411160","和德昌股份有限公司","89396096","台北三興分公司","臺北市信義區基隆路2段99-1號1、2、3樓","03","0840612","1020730"
"12411160","和德昌股份有限公司","89396103","台北松江分公司","臺北巿松江路３１２號１、２、３、４樓","03","0840612","0911225"
"12411160","和德昌股份有限公司","89396119","宜蘭分公司","宜蘭縣宜蘭市新興路四十七號１樓","03","0840612","0900328"
"12411160","和德昌股份有限公司","89402317","桃園大湳分公司","桃園市八德區介壽路2段332號1樓","01","0840914","1090720"
"12411160","和德昌股份有限公司","89402323","板橋民生分公司","新北市板橋區民生路一段三十三號１樓","03","0840914","0870416"
"12411160","和德昌股份有限公司","89402338","台北民權分公司","臺北市松山區民權東路3段128號1樓","01","0840914","1090720"
"12411160","和德昌股份有限公司","89402344","台北信義分公司","臺北市大安區信義路4段273號1、2、3樓","01","0840914","1090720"
"12411160","和德昌股份有限公司","89402359","台北忠孝四分公司","臺北市信義區忠孝東路5段522號1樓","01","0840914","1090720"
"12411160","和德昌股份有限公司","89402365","中壢新生Ⅱ分公司","桃園市中壢區新生路五十九號２樓","03","0840914","0870416"
"12411160","和德昌股份有限公司","89405314","台北衡陽分公司","臺北巿衡陽路六十九號１樓","03","0841030","0921118"
"12411160","和德昌股份有限公司","89406974","高雄七賢分公司","高雄巿七賢一路５１８號１，２，３樓","03","0841129","0911225"
"12411160","和德昌股份有限公司","89406989","台中烏日分公司","臺中市烏日區中山路1段346號1樓","01","0841129","1090716"
"12411160","和德昌股份有限公司","89406995","台北中華分公司","臺北巿中華路二段４７２、４７４號１樓","03","0841129","0870416"
"12411160","和德昌股份有限公司","89407468","台南中華分公司","臺南市永康區中華路162號、164號1樓及地下1樓","03","0841211","1020730"
"12411160","和德昌股份有限公司","90077887","彰化秀水分公司","彰化縣秀水鄉彰水路二段749號","01","1111011","       "
"12411160","和德昌股份有限公司","90077922","后里甲后分公司","臺中市后里區甲后路一段959號","01","1111011","       "
"12411160","和德昌股份有限公司","90077937","土城金城二分公司","新北市土城區金城路一段189號","01","1111011","       "
"12411160","和德昌股份有限公司","90078366","台中新興二分公司","臺中市龍井區新興路13之1號1、2樓","01","1111021","       "
"12411160","和德昌股份有限公司","90078372","台北中央分公司","臺北市北投區中央北路四段532號1樓及地下1樓","01","1111021","       "
"12411160","和德昌股份有限公司","90078393","基隆義六分公司","基隆市信義區信一路91號1樓","01","1111021","       "
"12411160","和德昌股份有限公司","90270216","台北中山北分公司","臺北市士林區中山北路六段152及154號1樓","01","1110607","       "
"12411160","和德昌股份有限公司","90514120","台北南港分公司","臺北市南港區南港路2段16號1樓及18號1樓","01","1101001","       "
"12411160","和德昌股份有限公司","90514228","台中河南二分公司","臺中市西屯區河南路二段186號","01","1101001","       "
"12411160","和德昌股份有限公司","90514233","基隆信一分公司","基隆市中正區信一路177號1樓、2樓之20、177號地下一層之1、地下一層之2、177之12號、177之13號及177之14號","01","1101001","       "
"12411160","和德昌股份有限公司","90514249","嘉義吳鳳南分公司","嘉義市東區吳鳳南路310、312號","01","1101001","       "
"12411160","和德昌股份有限公司","90620683","高雄後昌新分公司","高雄市楠梓區後昌新路111號","01","1110105","       "
"12411160","和德昌股份有限公司","90682006","台北指南分公司","臺北市文山區指南路2段67號1樓","01","1100401","       "
"12411160","和德昌股份有限公司","90682358","平鎮民族分公司","桃園市平鎮區民族路雙連一段88號","01","1100409","       "
"12411160","和德昌股份有限公司","90717429","南港中信分公司","臺北市南港區經貿二路188-1號1樓","01","1100326","       "
"12411160","和德昌股份有限公司","90717434","高雄義大分公司","高雄市大樹區學城路1段12號","01","1100326","       "
"12411160","和德昌股份有限公司","93515931","宜蘭神農分公司","宜蘭縣宜蘭市神農路1段1號","01","1121221","       "
"12411160","和德昌股份有限公司","93515947","台中崇德三分公司","臺中市北屯區崇德路3段800號","01","1121221","       "
"12411160","和德昌股份有限公司","93515968","台北東湖分公司","臺北市內湖區東湖路135號1樓","01","1121221","       "
"12411160","和德昌股份有限公司","93703286","大里中興三分公司","臺中市大里區中興路二段327號","01","1130402","       "
"12411160","和德昌股份有限公司","93703336","桃園民光東分公司","桃園市桃園區民光東路168號","01","1130402","       "
"12411160","和德昌股份有限公司","93703342","永康永大分公司","臺南市永康區永大路二段916號","01","1130402","       "
"12411160","和德昌股份有限公司","93703390","草屯中興分公司","南投縣草屯鎮中興路68號","01","1130408","       "
"12411160","和德昌股份有限公司","93703602","內湖金龍分公司","臺北市內湖區成功路四段188號1樓","01","1130409","       "
"12411160","和德昌股份有限公司","93704378","松山車站分公司","臺北市信義區松山路11號1樓","01","1130417","       "
"12411160","和德昌股份有限公司","93784457","桃園文中分公司","桃園市桃園區文中路168號","01","1120606","       "
"12411160","和德昌股份有限公司","93784647","高雄澄清二分公司","高雄市鳳山區澄清路128號","01","1120606","       "
"12411160","和德昌股份有限公司","93784652","龜山忠義分公司","桃園市龜山區忠義路2段548號","01","1120606","       "
"12411160","和德昌股份有限公司","93784668","桃園春日分公司","桃園市桃園區春日路402號","01","1120606","       "
"12411160","和德昌股份有限公司","93784674","台中台中分公司","臺中市東區台中路89號","01","1120606","       "
"12411160","和德昌股份有限公司","94185206","宜蘭宜興分公司","宜蘭縣宜蘭市宜興路一段362一樓","01","1121012","       "
"12411160","和德昌股份有限公司","94185212","台中三民分公司","臺中市北區三民路3段70號1樓","01","1121012","       "
"12411160","和德昌股份有限公司","94185228","高雄五甲二分公司","高雄市鳳山區五甲二路581號","01","1121012","1121221"
"12411160","和德昌股份有限公司","96970264","蘆洲Ⅱ分公司","新北市蘆洲區集賢路３９７巷２弄十號１樓","03","0841227","0930319"
"12411160","和德昌股份有限公司","96970270","台中中港路四分公司","臺中市西區臺灣大道2段412號底1層之1","01","0841227","1090716"
"12411160","和德昌股份有限公司","96970412","台北板橋分公司","新北市板橋區中正路237號1樓","03","0850103","1020730"
"12411160","和德昌股份有限公司","96970953","台北建國分公司","臺北市大安區建國南路2段151巷40號1樓","03","0850110","1020730"
"12411160","和德昌股份有限公司","96970969","桃園龜山分公司","桃園市龜山區自強東路291號1樓","01","0850110","1090716"
"12411160","和德昌股份有限公司","96971123","台北八德分公司","臺北市松山區八德路3段168、170號1樓","03","0850113","1020730"
"12411160","和德昌股份有限公司","96971806","桃園龍潭分公司","桃園市龍潭區中山村北龍路301號1樓","01","0850124","1090716"
"12411160","和德昌股份有限公司","96971989","台北民權Ⅱ分公司","臺北市中山區民權東路2段43號1樓","01","0850125","1090716"
"12411160","和德昌股份有限公司","96972967","台東農會分公司","臺東縣臺東市新生路191號1、2樓","01","0850210","1090716"
"12411160","和德昌股份有限公司","96974022","嘉義中山Ⅱ分公司","嘉義市東區中山路619之12號、619之13號、619之14號、619之15號及617號2樓17、617號2樓18","03","0850307","1090716"
"12411160","和德昌股份有限公司","96974037","嘉義垂楊分公司","嘉義市東區垂楊路468號1、2樓","01","0850307","1090716"
"12411160","和德昌股份有限公司","96975649","台北衡陽Ⅰ分公司","臺北巿衡陽路七十一號２樓","03","0850402","0921118"
"12411160","和德昌股份有限公司","96975704","台北民權Ⅰ分公司","臺北市松山區民權東路3段126號1樓","01","0850405","1090720"
"12411160","和德昌股份有限公司","96976422","桃園中山分公司","桃園市桃園區中山東路三十二之二十一號１樓","03","0850422","0870416"
"12411160","和德昌股份有限公司","96976437","竹南民權分公司","苗栗縣竹南鎮民權路49、49之1號1、2、3樓","01","0850422","1090716"
"12411160","和德昌股份有限公司","96976443","台北興隆分公司","臺北市文山區興隆路3段54號1樓","01","0850422","1090716"
"12411160","和德昌股份有限公司","96976458","新店北新Ⅱ分公司","新北市新店區北新路3段51之1號","01","0850422","1090716"
"12411160","和德昌股份有限公司","96976534","台中中清分公司","臺中市北屯區中清路2段896號","01","0850422","1090716"
"12411160","和德昌股份有限公司","96979188","土城中央分公司","新北市土城區中央路2段159號","03","0850604","1001012"
"12411160","和德昌股份有限公司","96979194","台南成功分公司","臺南巿成功路１２３號１樓","03","0850604","0870416"
"12411160","和德昌股份有限公司","96979201","台中新興分公司","臺中市龍井區新東村遊園南路185號1樓","03","0850604","1090716"
"12411160","和德昌股份有限公司","96979217","台中黎明分公司","臺中市南屯區黎明路2段427號1樓","03","0850604","1020808"
"12411160","和德昌股份有限公司","96979223","台北八德Ⅰ分公司","臺北市松山區八德路3段168-1、170-1號1樓","03","0850604","1020808"
"12411160","和德昌股份有限公司","96979455","桃園中山Ⅰ分公司","桃園市桃園區中山東路三十二之二十一號地下層","03","0980317","0870416"
"12411160","和德昌股份有限公司","97160684","台北民權東路Ⅱ分公司","臺北市中山區民權東路2段43號地下室","01","0850627","1090716"
"12411160","和德昌股份有限公司","97160690","萬大I分公司","臺北巿萬大路４２５–１號地下１樓","03","0850627","0880906"
"12411160","和德昌股份有限公司","97160707","敦南Ⅰ分公司","臺北市大安區四維路170巷2號地下1樓","03","0850627","1020808"
"12411160","和德昌股份有限公司","97161614","台中復興Ⅱ分公司","臺中市南區復興路2段6之1號1，2，3樓","01","0850715","1090720"
"12411160","和德昌股份有限公司","97162439","台北民權Ⅲ分公司","臺北市中山區民權西路68號1樓","01","0850730","1090716"
"12411160","和德昌股份有限公司","97162445","台北濟南分公司","臺北市中正區濟南路2段64之3、66號1樓","01","0850730","1090720"
"12411160","和德昌股份有限公司","97162450","台北民生Ⅱ分公司","臺北市松山區民生東路5段234號1樓","01","0850730","1090720"
"12411160","和德昌股份有限公司","97162466","台北大安分公司","臺北市大安區大安路1段200號1樓","03","0850730","0870416"
"12411160","和德昌股份有限公司","97162472","高雄家樂福分公司","高雄市三民區河東路356號1、2樓","01","0850730","1090720"
"12411160","和德昌股份有限公司","97162705","林口中山分公司","新北市林口區中山路250-1號","03","0850806","1020808"
"12411160","和德昌股份有限公司","97162711","台北希爾頓分公司","臺北巿忠孝西路一段三十八地下室１層","03","0850806","0920624"
"12411160","和德昌股份有限公司","97162727","花蓮吉安分公司","花蓮縣吉安鄉宜昌村中華路二段十一之１號１樓","03","0850806","1001013"
"12411160","和德昌股份有限公司","97162851","平鎮中豐分公司","桃園市平鎮區中豐路山頂段１５６之１號１樓","03","0850809","0940712"
"12411160","和德昌股份有限公司","97163612","松山北站Ⅰ分公司","臺北巿八德路四段６９１號２樓","03","0850821","0870416"
"12411160","和德昌股份有限公司","97163628","台北民權東路Ⅰ分公司","臺北市中山區民權東路2段43號2樓","01","0850821","1090716"
"12411160","和德昌股份有限公司","97163633","台南成功Ⅰ分公司","臺南巿成功路１２３號２樓","03","0850821","0870416"
"12411160","和德昌股份有限公司","97164936","台南新營分公司","臺南市新營區復興路６８９號１樓","03","0850907","0920220"
"12411160","和德昌股份有限公司","97165267","台北忠孝東路四分公司","臺北市信義區忠孝東路5段522號地下1樓","01","0850910","1090720"
"12411160","和德昌股份有限公司","97165273","土城中央Ⅰ分公司","新北市土城區中央路2段159號地下1樓","01","0850910","1090716"
"12411160","和德昌股份有限公司","97165512","高雄右昌分公司","高雄市楠梓區軍校路796號1樓、2樓、796之1號1樓、2樓","01","0850912","1090720"
"12411160","和德昌股份有限公司","97165920","竹北中華分公司","新竹縣竹北市三民路５５９號１樓","03","0851016","1001012"
"12411160","和德昌股份有限公司","97166907","斗六民生分公司","雲林縣斗六市民生路１５６之１號１樓","03","0851001","0910611"
"12411160","和德昌股份有限公司","97167743","台中公益分公司","臺中市南屯區公益路2段109號1樓","03","0851011","1020802"
"12411160","和德昌股份有限公司","97167906","土城金城分公司","新北市土城區金城路3段54號1樓及地下1樓","01","0851016","1090720"
"12411160","和德昌股份有限公司","97168594","林森Ⅰ分公司","臺北市中正區林森南路1號2樓","01","0851024","1090716"
"12411160","和德昌股份有限公司","97168601","鶯歌文化分公司","新北市鶯歌區文化路３６３號１樓","03","0851024","0870416"
"12411160","和德昌股份有限公司","97169019","竹東長春分公司","新竹縣竹東鎮長春路三段１９１號","03","0851101","0870416"
"12411160","和德昌股份有限公司","97169600","台北南昌分公司","臺北市中正區南昌路1段149號1樓","01","0851113","1090720"
"12411160","和德昌股份有限公司","97169616","中壢民族分公司","桃園市平鎮區民族路2段175、177號1樓","01","0851113","1090720"
"12411160","和德昌股份有限公司","97169783","台北南昌Ⅰ分公司","臺北市中正區南昌路1段149號地下1樓","01","0851115","1090720"
"12411160","和德昌股份有限公司","97169799","台北大安Ⅰ分公司","臺北巿大安路一段２００號２樓","03","0960122","0870416"
"12411160","和德昌股份有限公司","97170661","樹林中山Ⅰ分公司","新北市樹林區中山路1段101號2、3、4樓","01","0851128","1090720"
"12411160","和德昌股份有限公司","97170677","台北麟光分公司","臺北市大安區和平東路3段406巷8之2號","01","0851128","1090720"
"12411160","和德昌股份有限公司","97170873","高雄三多分公司","高雄巿三多一路３１５、３１７號１樓","03","0851202","0911225"
"12411160","和德昌股份有限公司","97170888","高雄陽明分公司","高雄市三民區陽明路67號1樓","01","0851202","1090720"
"12411160","和德昌股份有限公司","97170894","樹林中山分公司","新北市樹林區中山路1段101號1、2、3、4樓","01","0851202","1090720"
"12411160","和德昌股份有限公司","97170944","台南西門Ⅱ分公司","臺南市北區西門路4段66號1樓","01","0851203","1090720"
"12411160","和德昌股份有限公司","97170959","桃園萬壽分公司","桃園市龜山區萬壽路一段１６１號１樓","03","0851203","0920507"
"12411160","和德昌股份有限公司","97172963","台北德行分公司","臺北市士林區德行東路227號1樓","01","0860104","1090720"
"12411160","和德昌股份有限公司","97172979","埔里中山分公司","南投縣埔里鎮中山路二段２７７、２７９、２８１號１，２，３","03","0860104","0880831"
"12411160","和德昌股份有限公司","97172984","台北木柵分公司","臺北市文山區木柵路3段57號1樓","01","0860104","1090720"
"12411160","和德昌股份有限公司","97172990","台北延平分公司","臺北巿延平北路三段四十七號１樓","03","0860104","0900810"
"12411160","和德昌股份有限公司","97173772","台北大業分公司","臺北市北投區北投路2段15號1樓","01","0860114","1090720"
"12411160","和德昌股份有限公司","97173787","新竹中正分公司","新竹市榮光里中正路34號1，2，3，4樓","03","0860114","1001011"
"12411160","和德昌股份有限公司","97173793","台南東門分公司","臺南市東區東門路2段353號1樓","03","0860114","1020802"
"12411160","和德昌股份有限公司","97174322","士林中正分公司","臺北市士林區中正路287號1樓","03","0860121","1020802"
"12411160","和德昌股份有限公司","97174337","基隆北寧分公司","基隆市中正區北寧路250之8號","03","0860121","1020802"
"12411160","和德昌股份有限公司","97174630","九如Ⅱ分公司","高雄市三民區九如一路780號1樓、2樓及地下1樓","01","0860124","1090720"
"12411160","和德昌股份有限公司","97175949","台北興安分公司","臺北巿興安街99號1樓","03","0951219","0870416"
"12411160","和德昌股份有限公司","97176026","高雄楠梓分公司","高雄市楠梓區建楠路162號1，2，3樓","01","0860220","1090720"
"12411160","和德昌股份有限公司","97177138","新竹中正Ⅱ分公司","新竹巿中正路１０３號１，２樓","03","0860310","0870416"
"12411160","和德昌股份有限公司","97177279","南投南崗分公司","南投縣南投市南崗二路313、315號1，2樓","01","0860312","1090720"
"12411160","和德昌股份有限公司","97177284","內湖成功Ⅲ分公司","臺北市內湖區成功路四段３４６號１樓","03","0860312","0911225"
"12411160","和德昌股份有限公司","97177931","台北文德分公司","臺北巿文德路１０８號１樓","03","0860320","0870416"
"12411160","和德昌股份有限公司","97179234","台北內湖分公司","臺北市內湖區內湖路1段741號1樓","01","0860408","1090720"
"12411160","和德昌股份有限公司","97179754","台北康寧Ⅱ分公司","臺北市內湖區康寧路3段168號地下層","03","0860416","1090720"
"12411160","和德昌股份有限公司","97179760","台北康寧分公司","臺北市內湖區康寧路3段170號1樓","03","0860416","1090720"
"23928945","安心食品服務股份有限公司","16082098","陽明分公司","臺北市士林區忠義街７０號１樓","03","0860515","0931018"
"23928945","安心食品服務股份有限公司","16082837","仁愛分公司","臺北市大安區仁愛路4段37之11號1、2樓","01","0860522","1130319"
"23928945","安心食品服務股份有限公司","16082870","北新分公司","新北市新店區北新路2段258號1樓","01","0860523","1130319"
"23928945","安心食品服務股份有限公司","16088071","台中逢甲分公司","臺中市西屯區福星路３４９號１樓","03","0860728","0901206"
"23928945","安心食品服務股份有限公司","16089986","中山北路分公司","臺北市中山區中山北路2段9號1樓、9之1號1樓","01","0860821","1130319"
"23928945","安心食品服務股份有限公司","16093807","雙十分公司","新北市板橋區雙十路2段187號、187之1號","01","0860926","1130321"
"23928945","安心食品服務股份有限公司","16095951","南東分公司","臺北市松山區南京東路３段３０１號１樓","03","0861020","0890530"
